total_matches,total_goals,total_home_goals,total_away_goals,total_yellow_cards,total_red_cards,avg_goals_per_match,avg_home_goals_per_match,avg_away_goals_per_match
380,1045,580,465,1424,39,2.75,1.53,1.22
